# book	sec	title	page	kind	path
wangdao-ds	7.2.1	7.2.1  顺序查找	278	kp	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.1  顺序查找
wangdao-ds		1．一般线性表的顺序查找	278	kp	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.1  顺序查找 > 1．一般线性表的顺序查找
wangdao-ds		2．有序线性表的顺序查找	279	kp	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.1  顺序查找 > 2．有序线性表的顺序查找
wangdao-ds	7.2.2	7.2.2  折半查找	280	kp	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.2  折半查找
wangdao-ds	7.2.3	7.2.3  分块查找	281	kp	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.3  分块查找
wangdao-ds	7.2.4	7.2.4  本节试题精选	282	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.4  本节试题精选
wangdao-ds		一、单项选择题	282	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	284	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.4  本节试题精选 > 二、综合应用题
wangdao-ds	7.2.5	7.2.5  答案与解析	285	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.5  答案与解析
wangdao-ds		一、单项选择题	285	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	289	ex	第7章 查找 > 7.2  顺序查找和折半查找 > 7.2.5  答案与解析 > 二、综合应用题
wangdao-ds	7.3	7.3  树形查找	292	kp	第7章 查找 > 7.3  树形查找
wangdao-ds	7.3.1	7.3.1  二叉排序树（BST）	292	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST）
wangdao-ds		1．二叉排序树的定义	292	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 1．二叉排序树的定义
wangdao-ds		2．二叉排序树的查找	292	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 2．二叉排序树的查找
wangdao-ds		3．二叉排序树的插入	292	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 3．二叉排序树的插入
wangdao-ds		4．二叉排序树的构造	293	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 4．二叉排序树的构造
wangdao-ds		5．二叉排序树的删除	293	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 5．二叉排序树的删除
wangdao-ds		6．二叉排序树的查找效率分析	294	kp	第7章 查找 > 7.3  树形查找 > 7.3.1  二叉排序树（BST） > 6．二叉排序树的查找效率分析
wangdao-ds	7.3.2	7.3.2  平衡二叉树	295	kp	第7章 查找 > 7.3  树形查找 > 7.3.2  平衡二叉树
wangdao-ds		1．平衡二叉树的定义	295	kp	第7章 查找 > 7.3  树形查找 > 7.3.2  平衡二叉树 > 1．平衡二叉树的定义
wangdao-ds		2．平衡二叉树的插入	296	kp	第7章 查找 > 7.3  树形查找 > 7.3.2  平衡二叉树 > 2．平衡二叉树的插入
wangdao-ds		3．平衡二叉树的删除	298	kp	第7章 查找 > 7.3  树形查找 > 7.3.2  平衡二叉树 > 3．平衡二叉树的删除
wangdao-ds		4．平衡二叉树的查找	299	kp	第7章 查找 > 7.3  树形查找 > 7.3.2  平衡二叉树 > 4．平衡二叉树的查找
wangdao-ds	7.3.3	7.3.3  红黑树	299	kp	第7章 查找 > 7.3  树形查找 > 7.3.3  红黑树
wangdao-ds		1．红黑树的定义	299	kp	第7章 查找 > 7.3  树形查找 > 7.3.3  红黑树 > 1．红黑树的定义
wangdao-ds		2．红黑树的插入	300	kp	第7章 查找 > 7.3  树形查找 > 7.3.3  红黑树 > 2．红黑树的插入
wangdao-ds		*3．红黑树的删除	302	kp	第7章 查找 > 7.3  树形查找 > 7.3.3  红黑树 > *3．红黑树的删除
wangdao-ds	7.3.4	7.3.4  本节试题精选	304	ex	第7章 查找 > 7.3  树形查找 > 7.3.4  本节试题精选
wangdao-ds		一、单项选择题	304	ex	第7章 查找 > 7.3  树形查找 > 7.3.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	308	ex	第7章 查找 > 7.3  树形查找 > 7.3.4  本节试题精选 > 二、综合应用题
wangdao-ds	7.3.5	7.3.5  答案与解析	308	ex	第7章 查找 > 7.3  树形查找 > 7.3.5  答案与解析
wangdao-ds		一、单项选择题	308	ex	第7章 查找 > 7.3  树形查找 > 7.3.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	314	ex	第7章 查找 > 7.3  树形查找 > 7.3.5  答案与解析 > 二、综合应用题
wangdao-ds	7.4	7.4  B树 和B+树	318	kp	第7章 查找 > 7.4  B树 和B+树
wangdao-ds	7.4.1	7.4.1  B树及其基本操作	318	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.1  B树及其基本操作
wangdao-ds		1．B树的查找	319	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.1  B树及其基本操作 > 1．B树的查找
wangdao-ds		2．B树的高度（磁盘存取次数）	319	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.1  B树及其基本操作 > 2．B树的高度（磁盘存取次数）
wangdao-ds		3．B树的插入	320	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.1  B树及其基本操作 > 3．B树的插入
wangdao-ds		4．B树的删除	320	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.1  B树及其基本操作 > 4．B树的删除
wangdao-ds	7.4.2	7.4.2  B+树的基本概念	321	kp	第7章 查找 > 7.4  B树 和B+树 > 7.4.2  B+树的基本概念
wangdao-ds	7.4.3	7.4.3  本节试题精选	322	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.3  本节试题精选
wangdao-ds		一、单项选择题	322	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	325	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.3  本节试题精选 > 二、综合应用题
wangdao-ds	7.4.4	7.4.4  答案与解析	325	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.4  答案与解析
wangdao-ds		一、单项选择题	325	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	329	ex	第7章 查找 > 7.4  B树 和B+树 > 7.4.4  答案与解析 > 二、综合应用题
wangdao-ds	7.5	7.5  散列（Hash）表	331	kp	第7章 查找 > 7.5  散列（Hash）表
wangdao-ds	7.5.1	7.5.1  散列表的基本概念	331	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.1  散列表的基本概念
wangdao-ds	7.5.2	7.5.2  散列函数的构造方法	331	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.2  散列函数的构造方法
wangdao-ds		1．直接定址法	332	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.2  散列函数的构造方法 > 1．直接定址法
wangdao-ds		2．除留余数法	332	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.2  散列函数的构造方法 > 2．除留余数法
wangdao-ds		3．数字分析法	332	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.2  散列函数的构造方法 > 3．数字分析法
wangdao-ds		4．平方取中法	332	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.2  散列函数的构造方法 > 4．平方取中法
wangdao-ds	7.5.3	7.5.3  处理冲突的方法	332	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.3  处理冲突的方法
wangdao-ds		1．开放定址法	333	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.3  处理冲突的方法 > 1．开放定址法
wangdao-ds		2．拉链法（链接法，chaining）	333	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.3  处理冲突的方法 > 2．拉链法（链接法，chaining）
wangdao-ds	7.5.4	7.5.4  散列查找及性能分析的应用	334	kp	第7章 查找 > 7.5  散列（Hash）表 > 7.5.4  散列查找及性能分析的应用
wangdao-ds	7.5.5	7.5.5  本节试题精选	335	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.5  本节试题精选
wangdao-ds		一、单项选择题	335	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.5  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	337	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.5  本节试题精选 > 二、综合应用题
wangdao-ds	7.5.6	7.5.6  答案与解析	338	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.6  答案与解析
wangdao-ds		一、单项选择题	338	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.6  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	341	ex	第7章 查找 > 7.5  散列（Hash）表 > 7.5.6  答案与解析 > 二、综合应用题
wangdao-ds		归纳总结	344	sum	第7章 查找 > 归纳总结
wangdao-ds		思维拓展	344	sum	第7章 查找 > 思维拓展
wangdao-ds		第8章 排序	346	kp	第8章 排序
wangdao-ds	8.1	8.1  排序的基本概念	346	kp	第8章 排序 > 8.1  排序的基本概念
wangdao-ds	8.1.1	8.1.1  排序的定义	346	kp	第8章 排序 > 8.1  排序的基本概念 > 8.1.1  排序的定义
wangdao-ds	8.1.2	8.1.2  本节试题精选	347	ex	第8章 排序 > 8.1  排序的基本概念 > 8.1.2  本节试题精选
wangdao-ds		单项选择题	347	ex	第8章 排序 > 8.1  排序的基本概念 > 8.1.2  本节试题精选 > 单项选择题
wangdao-ds	8.1.3	8.1.3  答案与解析	347	ex	第8章 排序 > 8.1  排序的基本概念 > 8.1.3  答案与解析
wangdao-ds		单项选择题	347	ex	第8章 排序 > 8.1  排序的基本概念 > 8.1.3  答案与解析 > 单项选择题
wangdao-ds	8.2	8.2  插入排序	348	kp	第8章 排序 > 8.2  插入排序
wangdao-ds	8.2.1	8.2.1  直接插入排序	348	kp	第8章 排序 > 8.2  插入排序 > 8.2.1  直接插入排序
wangdao-ds	8.2.2	8.2.2  折半插入排序	349	kp	第8章 排序 > 8.2  插入排序 > 8.2.2  折半插入排序
wangdao-ds	8.2.3	8.2.3  希尔排序	350	kp	第8章 排序 > 8.2  插入排序 > 8.2.3  希尔排序
wangdao-ds	8.2.4	8.2.4  本节试题精选	351	ex	第8章 排序 > 8.2  插入排序 > 8.2.4  本节试题精选
wangdao-ds		一、单项选择题	351	ex	第8章 排序 > 8.2  插入排序 > 8.2.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	352	ex	第8章 排序 > 8.2  插入排序 > 8.2.4  本节试题精选 > 二、综合应用题
wangdao-ds	8.2.5	8.2.5  答案与解析	353	ex	第8章 排序 > 8.2  插入排序 > 8.2.5  答案与解析
wangdao-ds		一、单项选择题	353	ex	第8章 排序 > 8.2  插入排序 > 8.2.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	354	ex	第8章 排序 > 8.2  插入排序 > 8.2.5  答案与解析 > 二、综合应用题
wangdao-ds	8.3	8.3  交换排序	355	kp	第8章 排序 > 8.3  交换排序
wangdao-ds	8.3.1	8.3.1  冒泡排序	355	kp	第8章 排序 > 8.3  交换排序 > 8.3.1  冒泡排序
wangdao-ds	8.3.2	8.3.2  快速排序	356	kp	第8章 排序 > 8.3  交换排序 > 8.3.2  快速排序
wangdao-ds	8.3.3	8.3.3  本节试题精选	359	ex	第8章 排序 > 8.3  交换排序 > 8.3.3  本节试题精选
wangdao-ds		一、单项选择题	359	ex	第8章 排序 > 8.3  交换排序 > 8.3.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	360	ex	第8章 排序 > 8.3  交换排序 > 8.3.3  本节试题精选 > 二、综合应用题
wangdao-ds	8.3.4	8.3.4  答案与解析	361	ex	第8章 排序 > 8.3  交换排序 > 8.3.4  答案与解析
wangdao-ds		一、单项选择题	361	ex	第8章 排序 > 8.3  交换排序 > 8.3.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	363	ex	第8章 排序 > 8.3  交换排序 > 8.3.4  答案与解析 > 二、综合应用题
wangdao-ds	8.4	8.4  选择排序	366	kp	第8章 排序 > 8.4  选择排序
wangdao-ds	8.4.1	8.4.1  简单选择排序	366	kp	第8章 排序 > 8.4  选择排序 > 8.4.1  简单选择排序
wangdao-ds	8.4.2	8.4.2  堆排序	366	kp	第8章 排序 > 8.4  选择排序 > 8.4.2  堆排序
wangdao-ds	8.4.3	8.4.3  本节试题精选	369	ex	第8章 排序 > 8.4  选择排序 > 8.4.3  本节试题精选
wangdao-ds		一、单项选择题	369	ex	第8章 排序 > 8.4  选择排序 > 8.4.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	371	ex	第8章 排序 > 8.4  选择排序 > 8.4.3  本节试题精选 > 二、综合应用题
wangdao-ds	8.4.4	8.4.4  答案与解析	372	ex	第8章 排序 > 8.4  选择排序 > 8.4.4  答案与解析
wangdao-ds		一、单项选择题	372	ex	第8章 排序 > 8.4  选择排序 > 8.4.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	375	ex	第8章 排序 > 8.4  选择排序 > 8.4.4  答案与解析 > 二、综合应用题
wangdao-ds	8.5	8.5  归并排序、基数排序和计数排序	378	kp	第8章 排序 > 8.5  归并排序、基数排序和计数排序
wangdao-ds	8.5.1	8.5.1  归并排序	378	kp	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.1  归并排序
wangdao-ds	8.5.2	8.5.2  基数排序	380	kp	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.2  基数排序
wangdao-ds	8.5.3	*8.5.3  计数排序	381	kp	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > *8.5.3  计数排序
wangdao-ds	8.5.4	8.5.4  本节试题精选	382	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.4  本节试题精选
wangdao-ds		一、单项选择题	382	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.4  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	384	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.4  本节试题精选 > 二、综合应用题
wangdao-ds	8.5.5	8.5.5  答案与解析	385	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.5  答案与解析
wangdao-ds		一、单项选择题	385	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.5  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	387	ex	第8章 排序 > 8.5  归并排序、基数排序和计数排序 > 8.5.5  答案与解析 > 二、综合应用题
wangdao-ds	8.6	8.6  各种内部排序算法的比较及应用	388	kp	第8章 排序 > 8.6  各种内部排序算法的比较及应用
wangdao-ds	8.6.1	8.6.1  内部排序算法的比较	388	kp	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.1  内部排序算法的比较
wangdao-ds	8.6.2	8.6.2  内部排序算法的应用	389	kp	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.2  内部排序算法的应用
wangdao-ds		1．选取排序算法需要考虑的因素	389	kp	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.2  内部排序算法的应用 > 1．选取排序算法需要考虑的因素
wangdao-ds		2．排序算法选型小结	389	kp	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.2  内部排序算法的应用 > 2．排序算法选型小结
wangdao-ds	8.6.3	8.6.3  本节试题精选	389	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.3  本节试题精选
wangdao-ds		一、单项选择题	389	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.3  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	392	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.3  本节试题精选 > 二、综合应用题
wangdao-ds	8.6.4	8.6.4  答案与解析	392	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.4  答案与解析
wangdao-ds		一、单项选择题	392	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.4  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	394	ex	第8章 排序 > 8.6  各种内部排序算法的比较及应用 > 8.6.4  答案与解析 > 二、综合应用题
wangdao-ds	8.7	8.7  外部排序	395	kp	第8章 排序 > 8.7  外部排序
wangdao-ds	8.7.1	8.7.1  外部排序的基本概念	395	kp	第8章 排序 > 8.7  外部排序 > 8.7.1  外部排序的基本概念
wangdao-ds	8.7.2	8.7.2  外部排序的方法	396	kp	第8章 排序 > 8.7  外部排序 > 8.7.2  外部排序的方法
wangdao-ds	8.7.3	8.7.3  多路平衡归并与败者树	397	kp	第8章 排序 > 8.7  外部排序 > 8.7.3  多路平衡归并与败者树
wangdao-ds	8.7.4	8.7.4  置换-选择排序（生成初始归并段）	398	kp	第8章 排序 > 8.7  外部排序 > 8.7.4  置换-选择排序（生成初始归并段）
wangdao-ds	8.7.5	8.7.5  最佳归并树	399	kp	第8章 排序 > 8.7  外部排序 > 8.7.5  最佳归并树
wangdao-ds	8.7.6	8.7.6  本节试题精选	400	ex	第8章 排序 > 8.7  外部排序 > 8.7.6  本节试题精选
wangdao-ds		一、单项选择题	400	ex	第8章 排序 > 8.7  外部排序 > 8.7.6  本节试题精选 > 一、单项选择题
wangdao-ds		二、综合应用题	401	ex	第8章 排序 > 8.7  外部排序 > 8.7.6  本节试题精选 > 二、综合应用题
wangdao-ds	8.7.7	8.7.7  答案与解析	401	ex	第8章 排序 > 8.7  外部排序 > 8.7.7  答案与解析
wangdao-ds		一、单项选择题	401	ex	第8章 排序 > 8.7  外部排序 > 8.7.7  答案与解析 > 一、单项选择题
wangdao-ds		二、综合应用题	403	ex	第8章 排序 > 8.7  外部排序 > 8.7.7  答案与解析 > 二、综合应用题
wangdao-ds		归纳总结	1	sum	第8章 排序 > 归纳总结
wangdao-ds		思维拓展	1	sum	第8章 排序 > 思维拓展
wangdao-co		第1章 计算机系统概述	13	kp	第1章 计算机系统概述
wangdao-co	1.1	*1.1 计算机发展历程	13	kp	第1章 计算机系统概述 > *1.1 计算机发展历程
wangdao-co	1.1.1	1.1.1 计算机硬件的发展	13	kp	第1章 计算机系统概述 > *1.1 计算机发展历程 > 1.1.1 计算机硬件的发展
wangdao-co	1.1.2	1.1.2 计算机软件的发展	14	kp	第1章 计算机系统概述 > *1.1 计算机发展历程 > 1.1.2 计算机软件的发展
wangdao-co	1.2	1.2 计算机系统层次结构	14	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构
wangdao-co	1.2.1	1.2.1 计算机系统的组成	14	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.1 计算机系统的组成
wangdao-co	1.2.2	1.2.2 计算机硬件	15	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.2 计算机硬件
wangdao-co	1.2.3	1.2.3 计算机软件	16	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.3 计算机软件
wangdao-co	1.2.4	1.2.4 计算机系统的层次结构	16	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.4 计算机系统的层次结构
wangdao-co	1.2.5	1.2.5 计算机系统的不同用户	18	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.5 计算机系统的不同用户
wangdao-co	1.2.6	1.2.6 计算机系统的工作原理	19	kp	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.6 计算机系统的工作原理
wangdao-co	1.2.7	1.2.7 本节习题精选	20	ex	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.7 本节习题精选
wangdao-co	1.2.8	1.2.8 答案与解析	21	ex	第1章 计算机系统概述 > 1.2 计算机系统层次结构 > 1.2.8 答案与解析
wangdao-co	1.3	1.3 计算机的性能指标	23	kp	第1章 计算机系统概述 > 1.3 计算机的性能指标
wangdao-co	1.3.1	1.3.1 计算机的主要性能指标	23	kp	第1章 计算机系统概述 > 1.3 计算机的性能指标 > 1.3.1 计算机的主要性能指标
wangdao-co	1.3.2	1.3.2 本节习题精选	25	ex	第1章 计算机系统概述 > 1.3 计算机的性能指标 > 1.3.2 本节习题精选
wangdao-co	1.3.3	1.3.3 答案与解析	27	ex	第1章 计算机系统概述 > 1.3 计算机的性能指标 > 1.3.3 答案与解析
wangdao-co	1.4	1.4 本章小结	30	sum	第1章 计算机系统概述 > 1.4 本章小结
wangdao-co	1.5	1.5 常见问题和易混淆知识点	30	sum	第1章 计算机系统概述 > 1.5 常见问题和易混淆知识点
wangdao-co		第2章 数据的表示和运算	32	kp	第2章 数据的表示和运算
wangdao-co	2.1	2.1 数制与编码	32	kp	第2章 数据的表示和运算 > 2.1 数制与编码
wangdao-co	2.1.1	2.1.1 进位计数制及其相互转换	32	kp	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.1 进位计数制及其相互转换
wangdao-co	2.1.2	2.1.2 定点数的编码表示	34	kp	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.2 定点数的编码表示
wangdao-co	2.1.3	2.1.3 整数的表示	37	kp	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.3 整数的表示
wangdao-co	2.1.4	2.1.4 C语言中的整数类型及类型转换	37	kp	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.4 C语言中的整数类型及类型转换
wangdao-co	2.1.5	2.1.5 本节习题精选	39	ex	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.5 本节习题精选
wangdao-co	2.1.6	2.1.6 答案与解析	41	ex	第2章 数据的表示和运算 > 2.1 数制与编码 > 2.1.6 答案与解析
wangdao-co	2.2	2.2 运算方法和运算电路	44	kp	第2章 数据的表示和运算 > 2.2 运算方法和运算电路
wangdao-co	2.2.1	2.2.1 基本运算部件	44	kp	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.1 基本运算部件
wangdao-co	2.2.2	2.2.2 定点数的移位运算	47	kp	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.2 定点数的移位运算
wangdao-co	2.2.3	2.2.3 定点数的加减运算	47	kp	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.3 定点数的加减运算
wangdao-co	2.2.4	2.2.4 定点数的乘除运算	51	kp	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.4 定点数的乘除运算
wangdao-co	2.2.5	2.2.5 本节习题精选	56	ex	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.5 本节习题精选
wangdao-co	2.2.6	2.2.6 答案与解析	60	ex	第2章 数据的表示和运算 > 2.2 运算方法和运算电路 > 2.2.6 答案与解析
wangdao-co	2.3	2.3 浮点数的表示与运算	65	kp	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算
wangdao-co	2.3.1	2.3.1 IEEE 754 标准的浮点数	66	kp	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.1 IEEE 754 标准的浮点数
wangdao-co	2.3.2	2.3.2 浮点数的加减运算	68	kp	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.2 浮点数的加减运算
wangdao-co	2.3.3	2.3.3 C语言中的浮点数类型	70	kp	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.3 C语言中的浮点数类型
wangdao-co	2.3.4	2.3.4 数据的宽度和存储	71	kp	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.4 数据的宽度和存储
wangdao-co	2.3.5	2.3.5 本节习题精选	73	ex	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.5 本节习题精选
wangdao-co	2.3.6	2.3.6 答案与解析	78	ex	第2章 数据的表示和运算 > 2.3 浮点数的表示与运算 > 2.3.6 答案与解析
wangdao-co	2.4	2.4 本章小结	87	sum	第2章 数据的表示和运算 > 2.4 本章小结
wangdao-co	2.5	2.5 常见问题和易混淆知识点	87	sum	第2章 数据的表示和运算 > 2.5 常见问题和易混淆知识点
wangdao-co		第3章 存储系统	89	kp	第3章 存储系统
wangdao-co	3.1	3.1 存储器概述	89	kp	第3章 存储系统 > 3.1 存储器概述
wangdao-co	3.1.1	3.1.1 存储器的分类	89	kp	第3章 存储系统 > 3.1 存储器概述 > 3.1.1 存储器的分类
wangdao-co	3.1.2	3.1.2 主存储器的组成和基本操作	90	kp	第3章 存储系统 > 3.1 存储器概述 > 3.1.2 主存储器的组成和基本操作
wangdao-co	3.1.3	3.1.3 存储器的层次化结构	91	kp	第3章 存储系统 > 3.1 存储器概述 > 3.1.3 存储器的层次化结构
wangdao-co	3.1.4	3.1.4 存储器的主要性能指标	91	kp	第3章 存储系统 > 3.1 存储器概述 > 3.1.4 存储器的主要性能指标
wangdao-co	3.1.5	3.1.5 本节习题精选	92	ex	第3章 存储系统 > 3.1 存储器概述 > 3.1.5 本节习题精选
wangdao-co	3.1.6	3.1.6 答案与解析	93	ex	第3章 存储系统 > 3.1 存储器概述 > 3.1.6 答案与解析
wangdao-co	3.2	3.2 主存储器	94	kp	第3章 存储系统 > 3.2 主存储器
wangdao-co	3.2.1	3.2.1 半导体随机存取存储器	94	kp	第3章 存储系统 > 3.2 主存储器 > 3.2.1 半导体随机存取存储器
wangdao-co	3.2.2	3.2.2 非易失性存储器	97	kp	第3章 存储系统 > 3.2 主存储器 > 3.2.2 非易失性存储器
wangdao-co	3.2.3	3.2.3 多模块存储器	97	kp	第3章 存储系统 > 3.2 主存储器 > 3.2.3 多模块存储器
wangdao-co	3.2.4	3.2.4 本节习题精选	99	ex	第3章 存储系统 > 3.2 主存储器 > 3.2.4 本节习题精选
wangdao-co	3.2.5	3.2.5 答案与解析	104	ex	第3章 存储系统 > 3.2 主存储器 > 3.2.5 答案与解析
wangdao-co	3.3	3.3 主存储器与CPU的连接	109	kp	第3章 存储系统 > 3.3 主存储器与CPU的连接
wangdao-co	3.3.1	3.3.1 连接原理	109	kp	第3章 存储系统 > 3.3 主存储器与CPU的连接 > 3.3.1 连接原理
wangdao-co	3.3.2	3.3.2 主存容量的扩展	109	kp	第3章 存储系统 > 3.3 主存储器与CPU的连接 > 3.3.2 主存容量的扩展
wangdao-co	3.3.3	3.3.3 本节习题精选	111	ex	第3章 存储系统 > 3.3 主存储器与CPU的连接 > 3.3.3 本节习题精选
wangdao-co	3.3.4	3.3.4 答案与解析	112	ex	第3章 存储系统 > 3.3 主存储器与CPU的连接 > 3.3.4 答案与解析
wangdao-co	3.4	3.4 外部存储器	114	kp	第3章 存储系统 > 3.4 外部存储器
wangdao-co	3.4.1	3.4.1 磁盘存储器	114	kp	第3章 存储系统 > 3.4 外部存储器 > 3.4.1 磁盘存储器
wangdao-co	3.4.2	3.4.2 固态硬盘	116	kp	第3章 存储系统 > 3.4 外部存储器 > 3.4.2 固态硬盘
wangdao-co	3.4.3	3.4.3 本节习题精选	117	ex	第3章 存储系统 > 3.4 外部存储器 > 3.4.3 本节习题精选
wangdao-co	3.4.4	3.4.4 答案与解析	119	ex	第3章 存储系统 > 3.4 外部存储器 > 3.4.4 答案与解析
wangdao-co	3.5	3.5 高速缓冲存储器	121	kp	第3章 存储系统 > 3.5 高速缓冲存储器
wangdao-co	3.5.1	3.5.1 程序访问的局部性原理	121	kp	第3章 存储系统 > 3.5 高速缓冲存储器 > 3.5.1 程序访问的局部性原理
wangdao-co	3.5.2	3.5.2 Cache 的基本工作原理	122	kp	第3章 存储系统 > 3.5 高速缓冲存储器 > 3.5.2 Cache 的基本工作原理
wangdao-co	3.5.3	3.5.3 Cache 和主存的映射方式	123	kp	第3章 存储系统 > 3.5 高速缓冲存储器 > 3.5.3 Cache 和主存的映射方式
